so34200290,2018-12-31T10:00:00+09:00,2632720,1445,天元突破グレンラガン　第27話　「天の光はすべて星」,27815,298,93,120,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076438/36076438.14606796
so34200291,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第16話　「総集片」,10830,62,31,27,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076254/36076254.87873290
so34200292,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第15話　「私は明日へ向かいます」,14522,138,42,40,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076243/36076243.17646088
so34200293,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第14話　「皆さん、ごきげんよう」,13540,124,35,40,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076234/36076234.29128948
so34200294,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第13話　「みなさん、た～んと召し上がれ」,13141,238,35,47,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076214/36076214.95868240
so34200295,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第12話　「ヨーコさん、お願いがあります」,13816,231,42,43,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076184/36076184.26124253
so34200296,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第11話　「シモン、手をどけて」,21305,396,107,89,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076167/36076167.28162634
so34200297,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第10話　「アニキっていったい誰ですか?」,13407,133,34,52,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076152/36076152.10518214
so34200298,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第9話　「ヒトっていったい何ですか?」,13214,157,34,36,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076143/36076143.13685017
so34200299,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第17話　「あなたは何もわかっていない」,13551,411,37,48,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076265/36076265.75627480
so34200300,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第18話　「聞かせてもらうぞこの世界の謎を」,11441,148,34,39,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076278/36076278.92171393
so34200301,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第26話　「行くぜ ダチ公」,23233,222,64,84,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076420/36076420.49756212
so34200302,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第25話　「お前の遺志は受け取った!」,18062,131,58,58,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076400/36076400.11329685
so34200303,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第24話　「忘れるものか この一分一秒を」,14861,100,39,53,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076382/36076382.40726268
so34200304,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第23話　「行くぞ 最後の戦いだ」,15070,362,35,60,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076365/36076365.93563261
so34200305,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第22話　「それが僕の最後の義務だ」,15579,134,35,48,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076347/36076347.84752689
so34200306,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第21話　「あなたは生き残るべき人だ」,13095,153,35,43,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076328/36076328.93922987
so34200308,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第20話　「神はどこまで僕らをためす」,11683,141,29,43,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076307/36076307.77074252
so34200309,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第19話　「生き残るんだどんな手段を使っても」,10634,172,28,34,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076299/36076299.59984955
so34200310,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第8話　「あばよ、ダチ公」,16014,204,64,55,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076126/36076126.27938720
so34200311,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第7話　「それはお前がやるんだよ!」,12690,92,37,34,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076107/36076107.92777185
so34200312,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第6話　「見てえものは見てえんだ!!」,14413,361,47,52,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076094/36076094.74487031
so34200363,2018-12-31T10:00:00+09:00,2632720,1460,天元突破グレンラガン　第4話　「顔が多けりゃ偉いのか?」,13758,290,39,46,updated_at_was_moved,https://nicovideo.cdn.nimg.jp/thumbnails/36076069/36076069.36653903
